Actual_AQI,Predicted_AQI
123.0,147.58167
102.0,107.89141
364.0,362.82657
132.0,148.76164
132.0,132.3951
403.0,370.04822
103.0,88.984726
132.0,243.59935
96.0,85.79841
122.0,128.9856
132.0,131.91133
35.0,62.42381
140.0,138.0433
80.0,76.081635
141.0,161.19635
132.0,244.43149
132.0,132.16144
209.0,216.71713
132.0,179.66042
500.0,468.08878
132.0,131.52042
124.0,133.5765
105.0,122.38553
322.0,321.9525
132.0,136.3417
44.0,43.154835
282.0,247.40138
137.0,123.353714
176.0,80.081955
115.0,128.74707
166.0,121.78322
116.0,123.136314
108.0,86.34461
43.0,52.35837
131.0,162.98317
231.0,232.0627
135.0,141.15913
213.0,229.1968
371.0,379.55588
69.0,87.21473
186.0,159.4221
95.0,87.01206
132.0,131.90688
141.0,137.63708
246.0,237.383
132.0,132.16144
133.0,129.84972
320.0,314.53915
328.0,341.95157
160.0,141.93835
76.0,94.47038
316.0,336.84268
404.0,406.09146
53.0,76.403824
203.0,196.66615
163.0,150.51315
132.0,131.91133
114.0,95.36921
82.0,68.91453
228.0,190.30345
260.0,273.32886
350.0,268.03107
83.0,78.827576
97.0,98.97399
500.0,499.50708
309.0,334.1558
132.0,131.73352
384.0,381.18176
166.0,193.79321
132.0,85.63947
212.0,252.68584
290.0,214.57175
82.0,89.63832
271.0,268.59933
186.0,177.15466
117.0,119.56097
207.0,240.25429
36.0,54.055138
132.0,131.72699
118.0,123.11518
45.0,52.421482
125.0,107.86721
316.0,281.90344
104.0,107.011
267.0,263.58395
132.0,145.0745
53.0,56.15348
95.0,89.185974
91.0,101.13273
134.0,131.35385
100.0,111.695786
57.0,69.82631
100.0,89.81559
59.0,65.689316
500.0,410.54163
366.0,386.53052
84.0,79.08113
115.0,124.32784
107.0,95.34696
459.0,417.28333
132.0,67.01995
133.0,134.86508
94.0,99.21247
277.0,332.77094
238.0,243.25903
132.0,139.84471
500.0,482.64703
182.0,183.00053
132.0,147.921
132.0,118.680534
126.0,121.1416
361.0,309.01266
97.0,98.363144
132.0,132.16144
199.0,208.68585
229.0,335.65317
54.0,71.11619
85.0,76.27607
211.0,172.4612
52.0,59.25683
132.0,132.16144
54.0,68.73774
130.0,139.61255
90.0,135.554
132.0,118.05261
107.0,111.938286
500.0,496.83728
324.0,324.10928
132.0,132.16144
299.0,311.04846
327.0,333.3206
114.0,100.724304
49.0,62.79063
132.0,131.80582
85.0,76.37611
220.0,236.109
179.0,218.81009
131.0,136.57057
132.0,130.90471
69.0,85.700005
161.0,166.67314
132.0,132.16144
79.0,84.01805
102.0,182.83589
148.0,157.9035
478.0,440.44513
45.0,59.02119
132.0,115.33595
105.0,100.6212
130.0,160.37491
132.0,164.28792
194.0,201.44063
258.0,246.46872
294.0,239.26035
250.0,242.30057
132.0,128.25087
132.0,126.90172
92.0,124.639
132.0,132.16144
108.0,107.143166
188.0,133.63554
49.0,61.32901
81.0,73.49529
69.0,73.238434
72.0,92.14411
266.0,253.97755
39.0,60.610325
83.0,81.58413
138.0,131.94397
96.0,98.93723
132.0,131.91133
55.0,56.807304
217.0,206.16493
121.0,126.88982
105.0,107.97156
215.0,184.10617
147.0,167.8437
215.0,220.37326
192.0,178.1608
129.0,168.64845
62.0,59.699883
45.0,58.473934
132.0,132.16144
132.0,138.69875
56.0,53.54524
136.0,137.25447
234.0,226.32137
42.0,51.18359
79.0,83.55595
370.0,372.7673
81.0,80.825516
500.0,503.5226
132.0,131.90688
126.0,94.566376
88.0,92.19161
132.0,95.51021
194.0,199.64194
113.0,127.84613
68.0,95.25889
132.0,131.91133
126.0,130.16098
118.0,119.54875
132.0,132.16144
55.0,60.87009
334.0,324.14853
421.0,414.29974
132.0,128.41493
26.0,39.80803
62.0,65.46583
219.0,201.5678
446.0,402.36554
256.0,236.97435
181.0,183.2017
215.0,223.89195
305.0,287.8685
467.0,426.38226
87.0,103.67141
153.0,173.2976
132.0,132.16144
99.0,95.80236
132.0,135.04694
308.0,295.21173
59.0,74.42731
106.0,111.77223
140.0,146.26416
322.0,300.80975
196.0,201.64525
62.0,81.36537
235.0,232.75505
108.0,118.10706
132.0,132.14624
198.0,207.0178
350.0,375.61533
179.0,170.82036
79.0,85.58513
94.0,113.66792
65.0,84.43131
298.0,293.84235
107.0,83.6757
134.0,192.28996
132.0,132.14624
109.0,134.7724
114.0,136.8924
132.0,132.0771
132.0,132.16144
129.0,94.34133
79.0,81.581154
132.0,131.73352
132.0,132.16144
132.0,131.90688
500.0,480.14838
132.0,131.54343
132.0,132.0771
226.0,188.67656
108.0,127.26532
102.0,90.408806
321.0,406.8199
170.0,103.75534
387.0,341.5961
41.0,50.63812
50.0,59.81534
111.0,138.44894
132.0,135.47215
96.0,100.36902
132.0,133.47765
164.0,137.158
324.0,302.24036
88.0,102.26478
139.0,145.09564
55.0,62.87928
220.0,171.81029
132.0,131.57301
334.0,348.87872
93.0,100.20242
62.0,57.71923
196.0,173.81516
200.0,239.93417
126.0,175.26385
53.0,73.389114
210.0,194.80629
99.0,146.4054
54.0,62.67267
248.0,260.98697
156.0,128.26198
123.0,123.19423
248.0,272.5116
89.0,110.203804
131.0,140.2271
96.0,122.65331
191.0,215.48296
177.0,179.8778
53.0,61.241783
77.0,80.3143
221.0,240.53877
374.0,334.7011
132.0,78.06211
132.0,132.16144
140.0,147.85126
77.0,89.27458
173.0,155.04709
408.0,270.83374
132.0,132.14624
109.0,110.86936
142.0,142.16791
40.0,51.182255
132.0,134.38826
132.0,132.16144
108.0,139.45955
171.0,116.28018
158.0,126.84061
71.0,73.6631
29.0,36.38816
132.0,132.16144
310.0,282.21948
270.0,248.15201
84.0,79.35672
132.0,131.80582
262.0,260.29398
228.0,261.1127
188.0,109.66505
132.0,132.16937
322.0,309.88452
109.0,110.11293
60.0,66.8283
104.0,105.81602
174.0,197.02222
130.0,132.8976
93.0,91.788376
130.0,111.328445
112.0,115.0211
132.0,118.45414
298.0,323.56723
320.0,314.16562
62.0,73.27409
361.0,356.3566
244.0,226.0236
132.0,289.54538
168.0,179.42268
32.0,64.22687
63.0,72.29301
132.0,147.48975
301.0,278.12302
76.0,100.82162
286.0,300.65533
64.0,75.46467
95.0,102.318886
132.0,132.16144
86.0,107.05658
224.0,265.2834
64.0,78.08346
98.0,121.62849
214.0,204.53001
75.0,84.23549
55.0,74.484245
500.0,445.79642
351.0,383.33273
46.0,67.406456
70.0,69.89013
55.0,61.740726
132.0,123.30199
76.0,83.83944
66.0,66.12562
67.0,105.84245
101.0,134.48447
127.0,117.53808
132.0,133.93454
180.0,86.613945
360.0,353.43298
67.0,96.30529
63.0,73.01798
83.0,106.34117
96.0,90.8612
132.0,132.16144
132.0,130.41664
407.0,256.61417
132.0,132.16144
327.0,322.93964
132.0,132.16144
311.0,244.19708
70.0,82.10565
132.0,131.91133
132.0,131.78876
64.0,68.82451
132.0,132.13687
280.0,251.68755
73.0,63.999065
317.0,316.47855
118.0,129.75385
373.0,294.89996
484.0,356.45142
354.0,354.50446
69.0,69.03919
357.0,384.76245
132.0,132.16144
101.0,99.126625
205.0,272.42093
76.0,82.42682
132.0,139.20267
168.0,184.56108
124.0,145.74019
297.0,311.536
67.0,60.0265
112.0,132.65137
132.0,131.91133
122.0,154.03249
36.0,43.03091
95.0,71.211945
76.0,69.03288
89.0,105.76141
105.0,136.78722
132.0,132.16144
142.0,131.73157
132.0,132.16144
186.0,152.54062
170.0,224.48418
78.0,146.57703
95.0,109.328896
430.0,382.0504
132.0,131.91133
317.0,265.03482
263.0,251.60063
243.0,205.96098
69.0,71.532455
63.0,68.39513
159.0,147.03897
286.0,266.60373
132.0,132.16144
132.0,132.16144
101.0,119.32038
45.0,70.14949
107.0,116.28836
80.0,92.015305
50.0,58.83224
306.0,339.65033
248.0,286.39987
30.0,36.76425
84.0,107.49758
318.0,288.57617
450.0,427.23087
146.0,155.38809
62.0,83.07929
48.0,61.993916
132.0,132.0771
370.0,387.36295
80.0,79.445854
132.0,486.45618
81.0,76.20049
267.0,203.85074
122.0,145.04706
132.0,132.16144
77.0,58.44364
345.0,334.39697
106.0,111.151184
500.0,491.20795
167.0,171.09676
132.0,131.65762
119.0,131.96053
132.0,132.16144
215.0,219.92752
75.0,85.10267
132.0,132.16144
300.0,268.2651
318.0,316.78934
207.0,190.17819
109.0,131.02756
30.0,40.860424
162.0,119.90625
132.0,132.16144
112.0,100.34106
62.0,91.15766
61.0,80.91911
66.0,77.78525
113.0,121.068695
339.0,330.62326
124.0,113.73537
102.0,101.92232
90.0,91.58389
132.0,131.50586
208.0,178.03839
159.0,140.83064
57.0,61.603436
472.0,459.34802
62.0,61.69913
270.0,309.09583
98.0,98.70817
158.0,216.29811
141.0,123.52249
379.0,413.6726
156.0,156.48967
132.0,129.41888
488.0,469.58688
199.0,223.15828
196.0,225.356
132.0,132.16144
307.0,287.30984
131.0,66.110146
111.0,142.77042
219.0,169.14655
30.0,60.528355
79.0,69.84187
135.0,160.3952
68.0,57.025127
132.0,296.52734
132.0,132.0771
500.0,475.2089
230.0,216.71278
133.0,146.34534
121.0,124.79894
167.0,172.35869
259.0,158.06679
96.0,103.591064
107.0,98.45595
130.0,109.344955
373.0,390.39767
259.0,254.45355
124.0,140.96536
356.0,333.64032
132.0,131.91133
85.0,86.213745
299.0,218.66776
318.0,259.02768
96.0,102.39283
308.0,302.26337
52.0,71.18139
102.0,114.15022
157.0,156.68524
132.0,131.91133
188.0,131.36517
132.0,327.274
123.0,103.03201
76.0,66.647026
132.0,132.16144
465.0,386.46622
132.0,132.16144
82.0,94.84047
379.0,377.68164
48.0,59.894543
124.0,117.67592
152.0,114.621666
132.0,132.16144
414.0,470.53232
394.0,372.6432
137.0,113.55702
60.0,56.15957
252.0,230.54031
132.0,136.45384
132.0,89.1165
132.0,131.60605
226.0,199.3316
235.0,131.67795
132.0,131.50586
59.0,84.96908
45.0,58.330326
112.0,120.907234
107.0,146.78656
96.0,84.73221
156.0,163.80664
80.0,72.61318
350.0,350.52637
108.0,100.50123
130.0,125.25611
113.0,150.81424
132.0,131.71658
102.0,115.53504
141.0,132.82172
122.0,74.73218
78.0,77.29209
132.0,132.16144
132.0,180.26768
338.0,292.20493
322.0,328.1171
132.0,132.16144
215.0,208.84598
267.0,250.00716
95.0,72.96554
66.0,75.31903
140.0,110.98541
392.0,387.8205
104.0,135.9635
272.0,305.74088
116.0,126.52675
84.0,98.393936
132.0,45.046566
334.0,350.53848
103.0,95.65934
132.0,270.2195
65.0,58.854954
41.0,58.801212
420.0,387.98312
54.0,57.419098
132.0,131.91133
132.0,131.57361
345.0,342.42813
75.0,93.265366
352.0,270.58414
78.0,77.977325
122.0,127.328674
109.0,137.94867
84.0,65.511856
325.0,323.11328
92.0,105.05469
127.0,124.08119
62.0,75.05418
98.0,81.208755
185.0,201.67635
119.0,122.17358
146.0,142.26538
92.0,101.802414
180.0,139.81587
54.0,71.84628
300.0,305.0665
301.0,307.55118
120.0,123.74375
60.0,82.61866
83.0,79.55987
129.0,99.841446
134.0,143.24934
88.0,115.171005
70.0,78.70775
57.0,78.69827
353.0,342.08563
132.0,112.12492
132.0,132.16144
208.0,333.35657
132.0,150.50835
54.0,69.32733
165.0,128.7508
48.0,49.557674
129.0,149.62918
132.0,131.91133
85.0,78.09333
213.0,242.30765
138.0,132.60223
323.0,380.49344
90.0,91.52809
132.0,120.4802
79.0,94.83318
166.0,117.53731
123.0,80.135956
180.0,211.09492
118.0,94.04712
39.0,42.3708
28.0,43.859116
132.0,134.4849
500.0,454.78363
197.0,218.96732
132.0,132.16144
132.0,131.90688
132.0,141.77287
109.0,106.7885
248.0,246.48138
132.0,132.16144
78.0,76.186485
159.0,146.71312
132.0,131.09796
123.0,171.36513
94.0,103.60144
210.0,240.06848
67.0,68.764626
152.0,134.71544
445.0,469.95715
42.0,46.21866
164.0,154.82599
137.0,146.58084
382.0,393.81003
293.0,292.83936
168.0,196.43129
50.0,65.64923
88.0,101.88388
132.0,132.16144
132.0,131.91133
158.0,131.60818
500.0,497.24454
118.0,123.43083
101.0,97.68387
132.0,131.90688
398.0,343.69373
92.0,94.213715
132.0,118.84141
121.0,137.28197
62.0,66.040375
30.0,59.85322
229.0,245.0146
79.0,97.2517
250.0,259.32556
89.0,77.92036
61.0,63.278053
76.0,74.3806
132.0,132.16144
132.0,132.16144
232.0,223.90538
132.0,137.53671
76.0,75.7358
238.0,249.77779
132.0,132.0771
71.0,76.66095
106.0,107.14461
132.0,129.69063
67.0,78.93009
152.0,130.14452
51.0,65.141075
132.0,132.16144
106.0,112.86558
132.0,123.145226
83.0,85.011345
346.0,336.83163
109.0,111.173965
170.0,152.0033
132.0,127.191635
192.0,192.18338
283.0,175.19894
139.0,150.1862
78.0,115.43991
301.0,275.29645
141.0,87.57872
268.0,278.3427
347.0,338.55655
133.0,120.36171
132.0,132.16144
292.0,262.7699
165.0,117.25369
101.0,102.833
150.0,150.33623
102.0,112.33068
370.0,385.48404
101.0,127.55336
87.0,77.644066
284.0,287.88272
385.0,372.8269
132.0,134.97437
342.0,376.9541
55.0,70.80617
106.0,94.08977
218.0,181.64667
162.0,147.10167
311.0,289.4646
453.0,386.1809
195.0,165.58775
168.0,175.23943
211.0,214.54979
132.0,132.16144
456.0,462.03656
101.0,111.307594
500.0,473.8743
416.0,445.8707
253.0,276.35272
252.0,167.17316
298.0,260.03055
112.0,108.968765
132.0,131.91133
132.0,132.16144
132.0,131.21307
108.0,133.41016
72.0,95.968285
33.0,57.08919
132.0,116.57264
72.0,74.62467
132.0,131.80582
138.0,134.13272
132.0,132.16144
358.0,364.48856
132.0,142.59776
132.0,123.401726
124.0,104.97046
500.0,486.5146
59.0,66.31817
183.0,245.51424
170.0,148.62183
306.0,296.18256
184.0,227.52588
297.0,291.83725
83.0,97.81233
124.0,143.5217
132.0,65.57886
132.0,128.85309
132.0,132.16144
132.0,130.40987
128.0,102.53659
36.0,58.372204
44.0,44.269337
121.0,109.814545
132.0,101.96379
132.0,95.8828
385.0,404.7213
132.0,133.87775
132.0,95.165726
473.0,252.9302
130.0,132.8284
78.0,95.810875
288.0,306.47147
76.0,92.85112
75.0,92.494835
149.0,142.89378
74.0,58.0415
30.0,65.67133
98.0,100.45243
144.0,168.8578
106.0,98.21377
53.0,58.372215
90.0,95.33167
299.0,297.40463
301.0,328.351
148.0,137.41214
132.0,58.56331
119.0,107.920845
132.0,131.91133
96.0,95.62927
334.0,325.6235
171.0,175.92282
132.0,131.90688
99.0,110.029274
106.0,135.62517
132.0,132.16144
132.0,132.16144
132.0,132.16144
191.0,226.23979
99.0,113.979294
316.0,297.92868
64.0,69.75321
350.0,324.18582
111.0,105.63239
146.0,126.96997
111.0,120.55895
93.0,113.40207
134.0,110.85192
132.0,131.80582
137.0,166.6682
99.0,103.67253
91.0,91.971664
61.0,67.46506
412.0,422.6697
330.0,407.03064
138.0,133.20885
149.0,117.347244
132.0,205.20744
245.0,198.32173
180.0,181.95659
102.0,120.41576
132.0,132.16144
317.0,303.8323
51.0,62.474148
46.0,59.503292
168.0,140.61195
48.0,62.33128
232.0,224.75516
132.0,132.16144
20.0,56.1881
132.0,132.16144
49.0,72.16352
97.0,95.46767
166.0,168.74913
167.0,178.1065
88.0,97.46753
80.0,89.30958
60.0,86.44734
228.0,224.6283
92.0,82.25992
127.0,172.05296
132.0,132.16144
132.0,126.49592
159.0,165.80093
218.0,280.95
132.0,131.90688
132.0,131.80582
102.0,96.41926
79.0,88.20471
342.0,299.49765
117.0,110.95346
453.0,424.9533
132.0,227.06924
132.0,132.16937
132.0,144.67131
132.0,131.72699
132.0,133.93454
116.0,134.84589
341.0,317.87
132.0,134.83504
63.0,82.13257
273.0,288.29114
63.0,61.32959
228.0,204.48288
101.0,107.303535
132.0,132.16144
83.0,101.30172
500.0,447.5347
132.0,131.87694
132.0,125.430695
52.0,64.057816
109.0,108.365906
110.0,109.284996
62.0,71.8394
288.0,211.33998
69.0,75.71358
358.0,360.34027
341.0,366.57535
205.0,191.5286
271.0,215.30603
165.0,155.11543
101.0,96.9706
411.0,367.99594
406.0,448.71915
52.0,68.39711
232.0,166.52571
344.0,237.24774
88.0,88.73704
171.0,131.0841
45.0,43.198765
140.0,150.8857
327.0,297.33633
52.0,60.25633
35.0,62.086975
132.0,130.70238
326.0,343.12183
189.0,208.84697
136.0,93.94323
132.0,132.16144
132.0,132.16144
220.0,217.31801
132.0,131.80582
382.0,389.3874
132.0,137.93816
315.0,335.28125
306.0,282.18372
149.0,146.49298
132.0,138.44373
93.0,110.9304
178.0,184.51044
132.0,131.91133
292.0,251.28123
105.0,111.25677
56.0,69.68259
69.0,70.91245
364.0,324.09497
350.0,306.9268
42.0,68.66626
67.0,68.76061
132.0,132.16144
445.0,440.66727
289.0,294.9073
28.0,66.79373
500.0,501.79034
269.0,265.2932
262.0,267.70395
500.0,497.13846
101.0,108.9272
132.0,132.16144
157.0,146.81367
132.0,132.16144
132.0,131.72699
213.0,219.22139
145.0,142.02339
44.0,78.22194
373.0,371.48224
152.0,147.83496
132.0,132.16144
127.0,150.7982
268.0,285.0755
84.0,81.47083
132.0,131.05136
92.0,64.45646
101.0,121.80479
93.0,97.59788
132.0,131.91133
210.0,223.17102
62.0,83.73566
96.0,104.22626
59.0,67.52759
363.0,362.40527
384.0,399.66025
186.0,165.62079
132.0,132.16144
132.0,132.16144
132.0,120.071625
88.0,98.911575
132.0,132.0771
239.0,181.93176
132.0,131.91133
215.0,245.90524
77.0,84.0476
43.0,68.55165
45.0,49.077755
291.0,267.56815
500.0,490.90015
132.0,132.16144
132.0,132.16144
142.0,133.56973
439.0,429.09787
110.0,110.06255
154.0,168.23853
132.0,131.72699
107.0,106.51198
132.0,93.06166
67.0,65.37367
91.0,92.38723
58.0,70.15672
311.0,299.06296
44.0,72.44101
141.0,84.839516
118.0,131.62555
75.0,74.41178
244.0,248.54944
156.0,164.50323
132.0,131.90688
331.0,313.39066
356.0,384.25073
83.0,99.74631
112.0,168.45131
325.0,353.66217
91.0,267.9003
138.0,162.94408
252.0,138.57513
362.0,370.156
80.0,66.71783
63.0,70.85722
105.0,116.53387
423.0,412.97903
391.0,398.5234
207.0,234.08104
121.0,126.64039
161.0,164.77394
365.0,354.42416
79.0,103.74297
500.0,485.4423
46.0,66.09501
185.0,153.36694
330.0,326.23425
79.0,83.620316
68.0,79.95985
107.0,88.77373
401.0,379.55536
236.0,228.00548
42.0,48.874496
276.0,267.4776
132.0,131.73352
433.0,484.24973
94.0,84.73059
25.0,111.43492
132.0,132.16144
132.0,132.16144
167.0,151.6515
315.0,323.4145
81.0,87.28164
57.0,64.2238
110.0,135.52107
238.0,170.41182
41.0,44.891464
62.0,82.65301
195.0,178.2788
303.0,249.71068
203.0,223.28378
384.0,432.94778
106.0,103.97896
132.0,131.91133
136.0,184.29385
365.0,363.11536
153.0,157.15205
133.0,124.474174
124.0,118.08809
114.0,130.37901
73.0,68.2404
101.0,116.34097
289.0,319.61087
132.0,132.16144
421.0,405.4344
132.0,131.04735
372.0,366.5508
287.0,206.7608
148.0,154.61542
140.0,161.4742
132.0,119.24627
53.0,60.706142
118.0,122.9452
329.0,314.44815
320.0,306.98334
125.0,107.16331
132.0,132.0771
44.0,55.912678
94.0,116.18158
214.0,127.25875
260.0,321.92032
132.0,129.82327
333.0,333.26883
132.0,132.16144
120.0,99.15589
99.0,99.54412
132.0,129.42612
132.0,132.16144
132.0,129.67944
197.0,148.27136
238.0,249.94447
42.0,51.61676
64.0,66.475426
51.0,52.462936
145.0,140.53476
132.0,131.69267
132.0,131.72699
132.0,132.16144
42.0,57.146294
129.0,115.13512
125.0,126.252525
225.0,218.21709
78.0,78.72205
132.0,131.73352
132.0,132.14624
294.0,283.15936
218.0,211.09879
152.0,153.88481
81.0,84.55783
367.0,356.49838
226.0,202.3983
163.0,161.92911
158.0,160.32338
366.0,374.12173
384.0,350.68768
264.0,234.20177
74.0,75.51917
64.0,76.135796
118.0,93.16596
108.0,120.727844
286.0,329.49252
62.0,71.61246
163.0,179.7978
319.0,292.47595
110.0,108.72052
96.0,107.068634
159.0,223.40976
257.0,320.41946
132.0,131.72699
101.0,93.62167
86.0,105.162605
168.0,196.9176
133.0,122.195335
110.0,132.39659
143.0,70.00598
158.0,192.71492
392.0,369.5021
425.0,437.77216
128.0,160.73611
327.0,280.07095
132.0,132.16144
85.0,83.44211
103.0,116.66787
54.0,74.46072
106.0,90.67784
132.0,132.16144
28.0,40.71374
249.0,262.82587
53.0,65.96391
187.0,142.0699
50.0,68.396835
353.0,230.0565
218.0,204.79626
169.0,155.21454
111.0,119.35406
39.0,52.330795
313.0,313.62906
279.0,312.64728
49.0,106.35325
131.0,134.31534
288.0,263.1016
132.0,131.72699
248.0,144.80745
132.0,132.16144
363.0,333.90717
132.0,132.0771
267.0,260.34113
