Actual_AQI,Predicted_AQI
274.0,303.23602
169.0,184.22116
132.0,132.20042
368.0,316.70004
57.0,70.65198
480.0,490.00607
132.0,146.5422
420.0,387.9837
82.0,103.083855
201.0,144.71698
317.0,307.6108
140.0,142.98251
247.0,285.6308
132.0,131.77528
128.0,97.41334
132.0,147.68217
116.0,165.86414
107.0,93.99488
167.0,157.19133
436.0,423.26947
124.0,121.68497
124.0,130.8626
118.0,125.83079
339.0,356.19452
238.0,262.65594
130.0,129.66908
354.0,341.48917
348.0,319.52594
132.0,117.34647
296.0,291.405
135.0,149.4518
83.0,92.20418
89.0,93.161285
71.0,66.96729
132.0,131.90591
79.0,72.64918
133.0,142.96437
30.0,43.873497
243.0,245.3566
101.0,103.53383
500.0,494.99042
132.0,397.0714
383.0,388.3318
422.0,415.4835
88.0,68.943634
132.0,131.90591
138.0,104.07692
84.0,80.54327
50.0,47.624073
104.0,100.78079
425.0,397.6858
132.0,132.07416
407.0,371.25348
109.0,76.973495
455.0,447.71783
70.0,125.226715
60.0,60.134388
102.0,120.463394
307.0,301.277
469.0,474.00397
132.0,149.94804
44.0,85.565735
48.0,56.648357
92.0,101.94988
106.0,114.49925
101.0,97.05223
277.0,250.686
241.0,278.1409
59.0,84.10349
132.0,132.20042
38.0,49.51356
132.0,127.78449
330.0,337.18463
316.0,286.07953
242.0,235.07774
91.0,98.89556
218.0,235.80396
327.0,140.39786
277.0,272.75388
29.0,40.742653
149.0,125.27726
157.0,184.84648
132.0,131.77434
337.0,329.52188
348.0,355.4168
140.0,153.30182
213.0,240.00389
477.0,477.27576
127.0,106.06627
170.0,177.06516
276.0,258.87265
104.0,124.6785
358.0,319.3404
126.0,158.85425
339.0,336.7026
132.0,132.20042
161.0,188.46935
100.0,134.0065
104.0,118.82097
102.0,123.60563
201.0,207.32709
107.0,109.877464
104.0,128.30891
177.0,156.88461
121.0,128.79385
53.0,58.130245
74.0,80.50433
317.0,308.23492
127.0,102.23048
315.0,295.45932
166.0,135.21767
74.0,50.673756
73.0,95.074844
317.0,298.75504
209.0,227.01498
132.0,132.20042
196.0,168.88506
349.0,353.52646
132.0,133.40256
460.0,440.82886
143.0,139.76445
72.0,95.66851
103.0,115.17955
132.0,131.6951
132.0,132.20042
69.0,67.83507
73.0,80.33021
212.0,270.42453
73.0,93.8299
62.0,70.003654
132.0,131.90591
337.0,363.3944
53.0,72.3477
230.0,273.969
65.0,61.209293
126.0,144.8452
132.0,132.1599
154.0,118.55591
102.0,111.843735
250.0,230.83554
132.0,131.90591
252.0,236.16486
85.0,126.416145
92.0,93.31419
117.0,150.0833
53.0,80.463936
83.0,74.023506
309.0,301.3107
144.0,138.38799
280.0,285.2769
41.0,43.21552
295.0,329.64603
113.0,125.56736
350.0,328.60388
132.0,132.20042
295.0,297.85712
184.0,207.703
127.0,125.3081
104.0,110.59535
114.0,112.229546
132.0,132.20042
132.0,132.20042
156.0,160.73111
149.0,132.95154
309.0,311.90356
132.0,131.90591
140.0,152.74504
156.0,138.29848
164.0,156.70268
132.0,131.90591
351.0,359.70163
57.0,62.446613
315.0,319.8128
145.0,158.31787
52.0,61.125664
132.0,132.1599
98.0,83.15688
110.0,119.86518
132.0,131.90591
19.0,36.45964
88.0,77.549995
112.0,103.6299
132.0,131.77528
191.0,203.07806
132.0,132.20042
35.0,47.4097
224.0,234.86801
137.0,153.15901
81.0,88.14576
118.0,110.113106
115.0,86.35251
149.0,161.90594
65.0,77.79935
141.0,150.2044
132.0,131.73962
67.0,56.82497
95.0,88.61243
366.0,405.2302
132.0,145.08339
237.0,197.55179
64.0,78.85109
500.0,421.0133
64.0,61.158264
132.0,132.20042
132.0,132.20042
112.0,105.91328
98.0,318.73264
94.0,114.935005
216.0,209.10876
132.0,131.90591
357.0,347.0713
296.0,299.11667
132.0,126.13148
117.0,108.4265
132.0,132.20042
94.0,96.30442
280.0,286.9607
136.0,131.34113
132.0,154.61693
78.0,78.20089
331.0,288.85733
59.0,65.4767
130.0,118.87313
88.0,107.408005
146.0,157.24118
41.0,50.099224
222.0,306.49237
500.0,453.3784
214.0,231.03204
52.0,60.76845
73.0,75.40498
274.0,281.40033
85.0,82.47567
132.0,132.20042
123.0,145.45137
102.0,108.07686
364.0,362.5803
132.0,148.76968
132.0,131.5222
403.0,367.1076
103.0,88.42276
132.0,242.29277
96.0,84.81943
122.0,129.88367
132.0,131.90591
35.0,64.20883
140.0,137.91263
80.0,77.307175
141.0,159.87964
132.0,238.93716
132.0,132.20042
209.0,218.22397
132.0,184.3208
500.0,463.5179
132.0,131.6951
124.0,133.68811
105.0,119.8149
322.0,329.40012
132.0,136.87802
44.0,43.206585
282.0,249.80878
137.0,122.89389
176.0,82.64265
115.0,127.65058
166.0,122.26319
116.0,121.930984
108.0,86.47054
43.0,51.97047
131.0,162.79509
231.0,231.50845
135.0,147.05966
213.0,229.7399
371.0,379.09998
69.0,88.32872
186.0,161.83774
95.0,85.15531
132.0,131.90591
141.0,137.88373
246.0,243.06618
132.0,132.20042
133.0,127.95668
320.0,316.83173
328.0,341.14072
160.0,142.74933
76.0,93.20704
316.0,336.96613
404.0,402.16656
53.0,76.3928
203.0,195.21149
163.0,150.93924
132.0,131.90591
114.0,96.62061
82.0,69.38832
228.0,198.58615
260.0,274.80603
350.0,269.85318
83.0,76.409615
97.0,100.84472
500.0,500.47803
309.0,335.60535
132.0,131.77528
384.0,379.40463
166.0,195.94722
132.0,85.94344
212.0,249.21796
290.0,209.58922
82.0,90.67436
271.0,267.64435
186.0,182.40044
117.0,120.760506
207.0,237.5885
36.0,54.187836
132.0,131.77528
118.0,126.104416
45.0,51.226463
125.0,108.65312
316.0,282.758
104.0,105.3973
267.0,263.20987
132.0,142.83432
53.0,55.471817
95.0,90.59449
91.0,100.00249
134.0,133.24585
100.0,111.34353
57.0,69.58809
100.0,88.80975
59.0,64.97491
500.0,415.38095
366.0,386.66837
84.0,78.27208
115.0,123.0479
107.0,94.31502
459.0,416.4918
132.0,70.36003
133.0,133.9646
94.0,99.43095
277.0,333.31686
238.0,239.90894
132.0,139.94057
500.0,480.22168
182.0,183.36034
132.0,147.68217
132.0,116.19163
126.0,118.322334
361.0,308.5274
97.0,101.11608
132.0,132.20042
199.0,210.23524
229.0,334.4568
54.0,72.33001
85.0,76.892334
211.0,178.6184
52.0,59.495777
132.0,132.20042
54.0,69.895676
130.0,139.12325
90.0,134.92152
132.0,118.65405
107.0,112.07742
500.0,498.71692
324.0,325.35446
132.0,132.20042
299.0,309.0595
327.0,338.49637
114.0,102.97511
49.0,63.59819
132.0,131.9903
85.0,76.50756
220.0,226.6683
179.0,218.66466
131.0,136.76253
132.0,129.10422
69.0,87.95059
161.0,166.45978
132.0,132.20042
79.0,84.21424
102.0,181.52011
148.0,161.90958
478.0,420.3486
45.0,58.840527
132.0,113.09774
105.0,100.49395
130.0,159.88382
132.0,162.91557
194.0,201.58134
258.0,244.68628
294.0,238.74333
250.0,240.3854
132.0,127.77406
132.0,124.540565
92.0,125.44513
132.0,132.20042
108.0,105.06156
188.0,133.56836
49.0,60.85589
81.0,73.072556
69.0,73.5691
72.0,91.44165
266.0,249.53827
39.0,59.505302
83.0,81.42923
138.0,130.94696
96.0,98.34263
132.0,131.90591
55.0,56.676456
217.0,205.45735
121.0,127.48848
105.0,108.73346
215.0,184.65707
147.0,167.4592
215.0,219.10272
192.0,176.94896
129.0,168.51282
62.0,60.885303
45.0,59.53859
132.0,132.20042
132.0,140.33936
56.0,54.604294
136.0,135.46979
234.0,225.94678
42.0,51.220028
79.0,83.6142
370.0,369.9026
81.0,82.80172
500.0,499.63113
132.0,131.90591
126.0,96.08479
88.0,94.49448
132.0,95.90778
194.0,195.30646
113.0,126.590515
68.0,93.02182
132.0,131.90591
126.0,128.84921
118.0,118.13037
132.0,132.20042
55.0,62.305347
334.0,324.8398
421.0,412.97873
132.0,126.32927
26.0,39.859325
62.0,65.95885
219.0,202.14827
446.0,412.5713
256.0,232.36133
181.0,185.93788
215.0,226.27885
305.0,291.27072
467.0,422.95447
87.0,103.650925
153.0,172.5781
132.0,132.20042
99.0,95.445526
132.0,133.78181
308.0,297.48837
59.0,75.96089
106.0,111.657974
140.0,144.98576
322.0,299.7934
196.0,197.08707
62.0,83.848305
235.0,232.62685
108.0,118.73987
132.0,132.1599
198.0,210.65277
350.0,375.99533
179.0,171.16843
79.0,86.00645
94.0,113.50981
65.0,85.64579
298.0,292.4134
107.0,83.91987
134.0,193.84221
132.0,132.1599
109.0,138.47946
114.0,135.15005
132.0,132.07416
132.0,132.20042
129.0,94.78314
79.0,81.37527
132.0,131.77528
132.0,132.20042
132.0,131.90591
500.0,479.0471
132.0,131.70436
132.0,132.07416
226.0,187.7962
108.0,124.78341
102.0,90.688194
321.0,411.18933
170.0,101.5774
387.0,345.19177
41.0,50.690117
50.0,60.051414
111.0,144.28261
132.0,137.74207
96.0,99.81416
132.0,139.35547
164.0,135.80191
324.0,305.0739
88.0,102.11125
139.0,140.67628
55.0,64.62276
220.0,180.60872
132.0,131.71863
334.0,351.2656
93.0,100.08734
62.0,57.891838
196.0,168.93916
200.0,239.27872
126.0,176.941
53.0,72.862076
210.0,193.88135
99.0,142.66975
54.0,62.300293
248.0,260.65848
156.0,125.788475
123.0,126.05389
248.0,274.9216
89.0,113.26475
131.0,141.58105
96.0,120.3305
191.0,214.2596
177.0,176.65622
53.0,63.05864
77.0,80.62821
221.0,247.83966
374.0,332.86432
132.0,78.24364
132.0,132.20042
140.0,150.08665
77.0,89.213135
173.0,154.0086
408.0,263.93277
132.0,132.1599
109.0,108.68236
142.0,140.43967
40.0,52.031673
132.0,134.35118
132.0,132.20042
108.0,141.78355
171.0,114.74178
158.0,131.88509
71.0,74.233406
29.0,36.402412
132.0,132.20042
310.0,285.54037
270.0,244.41054
84.0,78.63592
132.0,131.9903
262.0,257.09192
228.0,260.75314
188.0,109.37241
132.0,132.49658
322.0,308.20316
109.0,109.00376
60.0,67.69749
104.0,103.3611
174.0,198.96777
130.0,135.48474
93.0,91.22646
130.0,109.18444
112.0,114.27135
132.0,117.16412
298.0,323.73212
320.0,318.73837
62.0,73.558754
361.0,357.41837
244.0,226.84068
132.0,289.9533
168.0,183.38034
32.0,66.784935
63.0,74.20316
132.0,148.06496
301.0,277.96075
76.0,105.21682
286.0,301.9496
64.0,75.622
95.0,107.02469
132.0,132.20042
86.0,106.83365
224.0,268.70844
64.0,77.83871
98.0,121.864944
214.0,209.00505
75.0,85.669235
55.0,77.13679
500.0,444.0614
351.0,379.1741
46.0,67.731865
70.0,68.19434
55.0,63.468704
132.0,122.791565
76.0,80.955826
66.0,67.95305
67.0,105.40472
101.0,136.85045
127.0,119.173256
132.0,133.86215
180.0,88.49161
360.0,357.34494
67.0,96.51919
63.0,74.266716
83.0,104.07945
96.0,90.78591
132.0,132.20042
132.0,131.8032
407.0,260.41205
132.0,132.20042
327.0,321.7987
132.0,132.20042
311.0,243.20512
70.0,82.57047
132.0,131.90591
132.0,131.32716
64.0,69.90093
132.0,132.27292
280.0,244.04596
73.0,65.104904
317.0,312.8885
118.0,129.94473
373.0,289.2809
484.0,359.0359
354.0,352.583
69.0,69.7875
357.0,383.26425
132.0,132.20042
101.0,99.790825
205.0,272.7216
76.0,84.541695
132.0,137.46498
168.0,186.02669
124.0,145.45976
297.0,309.95868
67.0,60.00781
112.0,132.11996
132.0,131.90591
122.0,153.84485
36.0,43.731255
95.0,71.86463
76.0,69.571526
89.0,106.065834
105.0,138.63171
132.0,132.20042
142.0,130.40944
132.0,132.20042
186.0,156.18625
170.0,225.65695
78.0,142.4161
95.0,107.828285
430.0,379.07776
132.0,131.90591
317.0,260.98355
263.0,256.57175
243.0,205.63531
69.0,72.073845
63.0,67.32987
159.0,147.0677
286.0,265.9325
132.0,132.20042
132.0,132.20042
101.0,119.2355
45.0,73.38343
107.0,116.64048
80.0,90.742966
50.0,58.796886
306.0,340.3962
248.0,287.68753
30.0,37.472813
84.0,103.58645
318.0,284.33362
450.0,429.3839
146.0,154.9204
62.0,83.622856
48.0,62.73031
132.0,132.07416
370.0,389.8331
80.0,80.59321
132.0,480.30408
81.0,76.65223
267.0,207.94536
122.0,144.5193
132.0,132.20042
77.0,55.91116
345.0,336.01855
106.0,111.29886
500.0,489.4927
167.0,171.69028
132.0,131.32716
119.0,132.62312
132.0,132.20042
215.0,216.49532
75.0,88.181915
132.0,132.20042
300.0,268.46677
318.0,320.9494
207.0,188.8137
109.0,131.40738
30.0,41.27823
162.0,120.907135
132.0,132.20042
112.0,99.45472
62.0,88.9841
61.0,81.172
66.0,76.76545
113.0,126.85605
339.0,332.61105
124.0,114.224396
102.0,101.16972
90.0,90.88937
132.0,131.67947
208.0,178.11804
159.0,141.97816
57.0,60.60884
472.0,462.79865
62.0,61.346962
270.0,310.86646
98.0,99.069214
158.0,215.51244
141.0,123.766624
379.0,411.82794
156.0,156.43242
132.0,128.45593
488.0,477.121
199.0,223.1258
196.0,227.17674
132.0,132.20042
307.0,286.22867
131.0,67.16602
111.0,142.94844
219.0,169.36842
30.0,59.795853
79.0,69.10038
135.0,160.2197
68.0,58.16002
132.0,294.8451
132.0,132.07416
500.0,462.5911
230.0,219.48492
133.0,143.78925
121.0,124.27916
167.0,173.5471
259.0,158.48126
96.0,105.80106
107.0,99.197365
130.0,111.08256
373.0,391.44754
259.0,255.1818
124.0,141.04639
356.0,327.69217
132.0,131.90591
85.0,84.61003
299.0,221.45314
318.0,249.3807
96.0,101.464554
308.0,301.79245
52.0,71.60121
102.0,114.91125
157.0,154.25768
132.0,131.90591
188.0,128.88347
132.0,321.00534
123.0,102.23401
76.0,68.454834
132.0,132.20042
465.0,383.14847
132.0,132.20042
82.0,95.84316
379.0,375.07574
48.0,60.641747
124.0,118.12696
152.0,113.473724
132.0,132.20042
414.0,469.99084
394.0,374.5861
137.0,112.12251
60.0,56.22058
252.0,232.35791
132.0,138.4778
132.0,86.71161
132.0,131.71173
226.0,200.17365
235.0,131.96815
132.0,131.67947
59.0,83.19089
45.0,59.578056
112.0,124.47675
107.0,143.57643
96.0,84.29253
156.0,170.65517
80.0,75.31049
350.0,346.7947
108.0,98.899025
130.0,123.946556
113.0,151.84314
132.0,131.8972
102.0,114.227745
141.0,131.53355
122.0,74.58792
78.0,81.142914
132.0,132.20042
132.0,179.82957
338.0,292.1884
322.0,319.5117
132.0,132.20042
215.0,212.03891
267.0,249.81335
95.0,73.4084
66.0,75.29475
140.0,111.20333
392.0,396.32166
104.0,135.6203
272.0,302.47025
116.0,129.11314
84.0,96.671616
132.0,46.682793
334.0,350.6367
103.0,97.42289
132.0,271.32245
65.0,59.092857
41.0,59.616474
420.0,389.73364
54.0,58.190823
132.0,131.90591
132.0,131.30952
345.0,338.29153
75.0,93.364105
352.0,282.64618
78.0,77.347206
122.0,127.48711
109.0,137.96443
84.0,65.71929
325.0,324.43677
92.0,104.48849
127.0,121.59229
62.0,74.680466
98.0,80.98072
185.0,194.52792
119.0,119.29006
146.0,143.02179
92.0,102.09182
180.0,138.96867
54.0,73.67561
300.0,306.03085
301.0,307.35913
120.0,123.30703
60.0,83.882256
83.0,78.67101
129.0,99.18675
134.0,137.34666
88.0,115.30589
70.0,77.04652
57.0,79.98613
353.0,338.59467
132.0,110.086266
132.0,132.20042
208.0,333.8906
132.0,148.75174
54.0,68.99087
165.0,127.40585
48.0,49.139614
129.0,146.73859
132.0,131.90591
85.0,79.54008
213.0,244.07991
138.0,129.77272
323.0,396.6014
90.0,92.541
132.0,119.89899
79.0,94.79171
166.0,113.279724
123.0,78.7205
180.0,212.9794
118.0,92.28238
39.0,43.191742
28.0,45.172344
132.0,132.4101
500.0,463.347
197.0,218.03642
132.0,132.20042
132.0,131.90591
132.0,140.77022
109.0,105.40589
248.0,246.10857
132.0,132.20042
78.0,75.68514
159.0,144.16602
132.0,130.33139
123.0,170.95235
94.0,104.4124
210.0,238.59651
67.0,69.42011
152.0,133.78708
445.0,472.08316
42.0,45.50357
164.0,152.71399
137.0,148.54799
382.0,393.65402
293.0,298.02972
168.0,199.60486
50.0,65.72044
88.0,104.763115
132.0,132.20042
132.0,131.90591
158.0,132.96921
500.0,496.98996
118.0,125.83984
101.0,96.48226
132.0,131.90591
398.0,342.9789
92.0,94.208855
132.0,119.67983
121.0,139.92482
62.0,67.31201
30.0,61.04967
229.0,245.27425
79.0,97.925026
250.0,257.16595
89.0,76.92845
61.0,62.44436
76.0,76.3121
132.0,132.20042
132.0,132.20042
232.0,224.14207
132.0,138.5195
76.0,76.85452
238.0,258.00446
132.0,132.07416
71.0,78.14518
106.0,106.07942
132.0,130.6422
67.0,78.18186
152.0,132.1973
51.0,66.37795
132.0,132.20042
106.0,114.45422
132.0,120.64497
83.0,84.769226
346.0,331.53067
109.0,113.98219
170.0,149.40094
132.0,125.36449
192.0,194.18837
283.0,174.3564
139.0,153.53905
78.0,114.51094
301.0,273.0941
141.0,87.972565
268.0,282.8279
347.0,339.14624
133.0,121.974174
132.0,132.20042
292.0,261.0826
165.0,117.51704
101.0,102.33944
150.0,151.05064
102.0,113.04643
370.0,385.31207
101.0,128.1367
87.0,77.86226
284.0,288.9247
385.0,369.01733
132.0,133.167
342.0,373.9954
55.0,69.52114
106.0,93.46331
218.0,185.18811
162.0,149.25247
311.0,288.7849
453.0,386.44742
195.0,166.0297
168.0,174.66724
211.0,216.29852
132.0,132.20042
456.0,460.36542
101.0,110.93169
500.0,479.99515
416.0,448.29703
253.0,277.44766
252.0,169.54578
298.0,258.60233
112.0,107.746124
132.0,131.90591
132.0,132.20042
132.0,127.61259
108.0,132.17662
72.0,96.53651
33.0,61.390026
132.0,117.2073
72.0,76.26007
132.0,131.9903
138.0,134.43256
132.0,132.20042
358.0,365.27704
132.0,141.07254
132.0,121.9867
124.0,104.82594
500.0,484.71625
59.0,63.773705
183.0,247.89056
170.0,150.94804
306.0,295.58054
184.0,225.03061
297.0,292.55682
83.0,98.31389
124.0,142.58478
132.0,66.481926
132.0,129.72746
132.0,132.20042
132.0,128.36589
128.0,101.97483
36.0,57.83604
44.0,45.103477
121.0,111.022316
132.0,101.81079
132.0,95.031136
385.0,402.93326
132.0,129.3
132.0,97.125435
473.0,238.65996
130.0,130.32726
78.0,97.712845
288.0,310.97186
76.0,90.49522
75.0,85.77022
149.0,144.52458
74.0,58.11539
30.0,68.47952
98.0,104.20976
144.0,166.93376
106.0,98.06463
53.0,58.22698
90.0,97.72671
299.0,297.37598
301.0,324.76236
148.0,137.02837
132.0,62.14862
119.0,107.72155
132.0,131.90591
96.0,93.75212
334.0,324.27057
171.0,176.486
132.0,131.90591
99.0,108.207954
106.0,134.04723
132.0,132.20042
132.0,132.20042
132.0,132.20042
191.0,224.22443
99.0,112.770706
316.0,297.35565
64.0,69.74341
350.0,324.07068
111.0,104.852745
146.0,125.57751
111.0,122.047966
93.0,115.013176
134.0,110.004684
132.0,131.9903
137.0,167.10971
99.0,104.19081
91.0,89.7518
61.0,69.02244
412.0,417.30045
330.0,400.71515
138.0,130.10947
149.0,117.316124
132.0,235.97322
245.0,196.6443
180.0,182.13695
102.0,120.42015
132.0,132.20042
317.0,304.72284
51.0,61.448875
46.0,58.424095
168.0,143.2858
48.0,62.169052
232.0,222.7907
132.0,132.20042
20.0,56.059628
132.0,132.20042
49.0,73.56076
97.0,94.75387
166.0,168.96729
167.0,176.4366
88.0,95.57482
80.0,89.824005
60.0,88.35576
228.0,227.85435
92.0,82.32461
127.0,172.21585
132.0,132.20042
132.0,123.8013
159.0,166.65588
218.0,282.6802
132.0,131.90591
132.0,131.9903
102.0,96.73235
79.0,85.026505
342.0,295.78336
117.0,113.54814
453.0,429.23587
132.0,228.52908
132.0,132.49658
132.0,142.32347
132.0,131.77528
132.0,133.86215
116.0,133.38995
341.0,319.4315
132.0,135.06308
63.0,82.320465
273.0,290.8074
63.0,60.149807
228.0,206.0852
101.0,107.45274
132.0,132.20042
83.0,102.62419
500.0,452.30948
132.0,131.8972
132.0,124.731224
52.0,64.455055
109.0,108.52348
110.0,107.72795
62.0,71.62168
288.0,214.41937
69.0,73.4746
358.0,363.8988
341.0,363.7907
205.0,191.29729
271.0,220.6475
165.0,151.4981
101.0,95.971886
411.0,367.56952
406.0,444.14014
52.0,68.091125
232.0,168.13895
344.0,236.90967
88.0,89.63945
171.0,129.49873
45.0,43.091827
140.0,149.418
327.0,295.79495
52.0,60.696583
35.0,61.50838
132.0,131.38446
326.0,343.53897
189.0,207.78188
136.0,93.309265
132.0,132.20042
132.0,132.20042
220.0,214.10085
132.0,131.9903
382.0,389.40756
132.0,137.87054
315.0,333.40503
306.0,283.82333
149.0,153.45567
132.0,138.69916
93.0,112.967926
178.0,185.91429
132.0,131.90591
292.0,248.79912
105.0,111.50777
56.0,68.26927
69.0,72.58825
364.0,320.70123
350.0,299.37277
42.0,70.5492
67.0,71.57763
132.0,132.20042
445.0,445.7437
289.0,294.87827
28.0,69.82476
500.0,501.7883
269.0,264.24673
262.0,258.3914
500.0,490.52533
101.0,110.19821
132.0,132.20042
157.0,150.64964
132.0,132.20042
132.0,131.77528
213.0,219.88542
145.0,140.16068
44.0,76.43986
373.0,370.35257
152.0,147.7483
132.0,132.20042
127.0,151.4067
268.0,283.115
84.0,81.7595
132.0,130.79636
92.0,65.66761
101.0,122.30641
93.0,94.89821
132.0,131.90591
210.0,220.92961
62.0,83.34646
96.0,103.736916
59.0,68.10089
363.0,362.8407
384.0,401.5572
186.0,164.82373
132.0,132.20042
132.0,132.20042
132.0,117.81614
88.0,97.38819
132.0,132.07416
239.0,180.36934
132.0,131.90591
215.0,247.1405
77.0,82.49829
43.0,68.920105
45.0,49.132423
291.0,270.62625
500.0,488.2881
132.0,132.20042
132.0,132.20042
142.0,134.55351
439.0,428.81308
110.0,112.76949
154.0,170.54756
132.0,131.77528
107.0,106.08907
132.0,93.67939
67.0,67.125046
91.0,91.97365
58.0,71.15225
311.0,297.2129
44.0,74.46174
141.0,83.62534
118.0,131.54692
75.0,74.91161
244.0,247.01181
156.0,165.48071
132.0,131.90591
331.0,313.02637
356.0,386.1668
83.0,97.58744
112.0,168.51646
325.0,357.18027
91.0,266.2775
138.0,159.08589
252.0,139.73737
362.0,368.2228
80.0,67.67289
63.0,71.24114
105.0,115.19627
423.0,407.06918
391.0,401.6996
207.0,234.08218
121.0,127.3175
161.0,161.29889
365.0,350.3003
79.0,99.38566
500.0,479.10602
46.0,68.20441
185.0,151.54677
330.0,324.6973
79.0,84.55034
68.0,79.85494
107.0,88.66737
401.0,384.02295
236.0,233.51688
42.0,48.013393
276.0,263.7574
132.0,131.77528
433.0,482.9317
94.0,83.35749
25.0,113.37473
132.0,132.20042
132.0,132.20042
167.0,150.21938
315.0,323.65204
81.0,88.033806
57.0,65.27465
110.0,136.39288
238.0,171.64384
41.0,45.470062
62.0,84.30059
195.0,177.01389
303.0,250.84816
203.0,218.72543
384.0,413.43817
106.0,101.40398
132.0,131.90591
136.0,188.13358
365.0,361.5761
153.0,157.03677
133.0,122.89932
124.0,118.25558
114.0,127.01036
73.0,68.68728
101.0,116.165375
289.0,320.3383
132.0,132.20042
421.0,401.37128
132.0,131.09918
372.0,364.97495
287.0,208.52534
148.0,159.31876
140.0,159.99011
132.0,118.99456
53.0,61.372246
118.0,119.91717
329.0,317.32578
320.0,306.50443
125.0,106.90446
132.0,132.07416
44.0,57.090714
94.0,114.76226
214.0,126.17148
260.0,319.7187
132.0,126.013275
333.0,333.4186
132.0,132.20042
120.0,96.74134
99.0,98.96316
132.0,129.46237
132.0,132.20042
132.0,129.24309
197.0,147.3443
238.0,249.08133
42.0,51.793926
64.0,68.61729
51.0,53.34933
145.0,140.23161
132.0,131.69958
132.0,131.77528
132.0,132.20042
42.0,56.48722
129.0,117.43417
125.0,125.477165
225.0,220.27423
78.0,78.96917
132.0,131.77528
132.0,132.1599
294.0,283.87274
218.0,210.69589
152.0,153.29973
81.0,81.34477
367.0,351.40182
226.0,197.70712
163.0,164.35658
158.0,160.2663
366.0,376.92453
384.0,351.85593
264.0,231.769
74.0,75.55535
64.0,75.80172
118.0,92.54356
108.0,120.97362
286.0,327.88922
62.0,72.0159
163.0,175.22362
319.0,293.6274
110.0,107.92221
96.0,107.78781
159.0,225.63481
257.0,311.6056
132.0,131.77528
101.0,92.87272
86.0,105.13815
168.0,199.02106
133.0,120.62284
110.0,132.44652
143.0,71.266525
158.0,192.95708
392.0,369.1285
425.0,441.73663
128.0,157.03511
327.0,281.63837
132.0,132.20042
85.0,81.39688
103.0,116.02266
54.0,75.198326
106.0,89.30319
132.0,132.20042
28.0,41.616882
249.0,264.04926
53.0,64.17464
187.0,141.67436
50.0,68.873726
353.0,228.20692
218.0,201.22351
169.0,156.06668
111.0,121.19419
39.0,51.915882
313.0,317.25177
279.0,309.42325
49.0,106.85639
131.0,136.48164
288.0,261.5046
132.0,131.77528
248.0,144.61592
132.0,132.20042
363.0,330.42926
132.0,132.07416
267.0,260.17014
